order_id,Order Date,Product Name,Category,Region,Quantity,Sales,Profit,ship_date,delivery_date,shipping_type,delivery_days,DeliveryStatus
102745,2024-12-25,Camera,ELECTRONICS,West,5.0,2525.0,699.74,2024-12-26 00:00:00,2024-12-29 00:00:00,Standard,1.0,OnTime
100259,2022-01-09,Laptop,ELECTRONICS,South,8.0,2928.0,663.54,2022-01-11 00:00:00,2022-01-15 00:00:00,Standard,2.0,OnTime
100449,2023-02-02,Printer,OFFICE,West,9.0,7524.0,2017.85,2023-02-03 00:00:00,2023-02-05 00:00:00,Standard,1.0,OnTime
103066,2023-05-12,Smartwatch,ELECTRONICS,South,2.0,322.0,42.03,2023-05-15 00:00:00,2023-05-16 00:00:00,Express,3.0,Late
102607,2024-12-08,Headphones,ACCESSORIES,West,4.0,3996.0,965.26,2024-12-09 00:00:00,2024-12-15 00:00:00,Standard,1.0,OnTime
100375,2024-05-09,Monitor,ACCESSORIES,North,6.0,1704.0,199.94,2024-05-09 00:00:00,2024-05-14 00:00:00,Standard,0.0,OnTime
100196,2024-01-21,Tablet,ELECTRONICS,West,6.0,2730.0,636.48,2024-01-22 00:00:00,2024-01-25 00:00:00,Standard,1.0,OnTime
102160,2023-12-05,Smartphone,ELECTRONICS,North,2.0,876.0,66.68,2023-12-08 00:00:00,2023-12-09 00:00:00,Standard,3.0,Late
100527,2022-05-17,Camera,ELECTRONICS,East,9.0,5634.0,464.71,2022-05-17 00:00:00,2022-05-21 00:00:00,Express,0.0,OnTime
100584,2023-02-24,Headphones,ACCESSORIES,East,6.0,5358.0,568.34,2023-02-25 00:00:00,2023-03-01 00:00:00,Standard,1.0,OnTime
101617,2022-06-16,Laptop,ELECTRONICS,North,6.0,5310.0,7884.591756,2022-06-18 00:00:00,2022-06-22 00:00:00,Express,2.0,OnTime
101379,2024-04-05,Smartwatch,ELECTRONICS,East,6.0,930.0,68.24,2024-04-07 00:00:00,2024-04-13 00:00:00,Standard,2.0,OnTime
103299,2024-12-16,Camera,ELECTRONICS,South,2.0,2092.0,549.42,2024-12-19 00:00:00,2024-12-24 00:00:00,Standard,3.0,Late
102514,2024-05-24,Mouse,ACCESSORIES,Undefined,6.0,4632.0,799.16,2024-05-24 00:00:00,2024-05-28 00:00:00,Standard,0.0,OnTime
101561,2022-11-13,Mouse,ACCESSORIES,West,3.0,375.0,107.26,2022-11-14 00:00:00,2022-11-19 00:00:00,Standard,1.0,OnTime
101409,2023-12-20,Laptop,ELECTRONICS,North,1.0,1176.0,157.47,2023-12-21 00:00:00,2023-12-26 00:00:00,Standard,1.0,OnTime
102713,2024-05-12,Tablet,ELECTRONICS,West,8.0,1848.0,351.02,2024-05-14 00:00:00,2024-05-17 00:00:00,Express,2.0,OnTime
101144,2022-04-11,Headphones,ACCESSORIES,South,9.0,4752.0,1415.65,2022-04-12 00:00:00,Not Delivered Yet,Standard,1.0,OnTime
100895,2022-05-14,Laptop,ELECTRONICS,East,9.0,963.0,49.71,2022-05-16 00:00:00,2022-05-20 00:00:00,Standard,2.0,OnTime
101387,2022-06-06,Monitor,ACCESSORIES,East,8.0,2384.0,444.98,2022-06-07 00:00:00,2022-06-11 00:00:00,Express,1.0,OnTime
100848,2023-05-22,Tablet,ELECTRONICS,East,9.0,8964.0,448.62,2023-05-25 00:00:00,2023-05-31 00:00:00,Standard,3.0,Late
102090,2022-03-10,Keyboard,ACCESSORIES,South,9.0,1764.0,417.95,2022-03-13 00:00:00,2022-03-14 00:00:00,Standard,3.0,Late
103003,2022-01-26,Printer,OFFICE,East,6.0,2100.0,202.86,2022-01-29 00:00:00,2022-02-02 00:00:00,Same Day,3.0,Late
100377,2022-10-05,Smartphone,ELECTRONICS,East,3.0,411.0,55.73,2022-10-07 00:00:00,2022-10-09 00:00:00,Economy,2.0,OnTime
101389,2024-04-04,Keyboard,ACCESSORIES,East,1.0,607.0,79.78,2024-04-07 00:00:00,2024-04-11 00:00:00,Economy,3.0,Late
101780,2023-04-28,Laptop,ELECTRONICS,Undefined,2.0,570.0,94.39,2023-04-28 00:00:00,2023-04-28 00:00:00,Economy,0.0,OnTime
102735,2022-03-28,Smartwatch,ELECTRONICS,North,2.0,474.0,120.91,2022-03-28 00:00:00,2022-04-02 00:00:00,Standard,0.0,OnTime
100670,2022-09-24,Smartwatch,ELECTRONICS,South,5.0,4935.0,625.39,2022-09-27 00:00:00,2022-09-30 00:00:00,Economy,3.0,Late
100701,2023-04-10,Camera,ELECTRONICS,East,3.0,684.0,39.33,2023-04-12 00:00:00,2023-04-18 00:00:00,Same Day,2.0,OnTime
101108,2024-12-05,Smartwatch,ELECTRONICS,South,1.0,70.0,10.64,2024-12-08 00:00:00,2024-12-15 00:00:00,Standard,3.0,Late
100095,2024-08-28,Laptop,ELECTRONICS,West,1.0,705.0,165.16,2024-08-29 00:00:00,2024-09-01 00:00:00,Economy,1.0,OnTime
102462,2024-04-27,Mouse,ACCESSORIES,North,5.0,2505.0,303.61,2024-04-28 00:00:00,2024-05-04 00:00:00,standard,1.0,OnTime
103487,2023-01-24,Laptop,ELECTRONICS,North,5.0,2410.0,636.83,2023-01-27 00:00:00,2023-02-01 00:00:00,Standard,3.0,Late
101772,2022-01-21,Camera,ELECTRONICS,East,9.0,8055.0,2300.17,2022-01-22 00:00:00,2022-01-24 00:00:00,Same Day,1.0,OnTime
100502,2023-02-11,Keyboard,ACCESSORIES,East,6.0,6432.0,807.94,2023-02-14 00:00:00,2023-02-15 00:00:00,Same Day,3.0,Late
101893,2023-07-20,Monitor,ACCESSORIES,West,5.0,5230.0,385.77,2023-07-22 00:00:00,2023-07-28 00:00:00,Standard,2.0,OnTime
100871,2024-12-26,Monitor,ACCESSORIES,West,6.0,3828.0,1102.86,2024-12-26 00:00:00,2024-12-28 00:00:00,Standard,0.0,OnTime
100474,2022-07-21,Printer,OFFICE,South,2.0,2016.0,426.43,2022-07-23 00:00:00,2022-07-24 00:00:00,Standard,2.0,OnTime
102536,2023-11-23,Keyboard,ACCESSORIES,East,1.0,266.0,22.42,2023-11-24 00:00:00,2023-11-29 00:00:00,Same Day,1.0,OnTime
103369,2024-10-01,Mouse,ACCESSORIES,South,4.0,3264.0,639.8,2024-10-01 00:00:00,2024-10-02 00:00:00,Express,0.0,OnTime
100420,2024-12-03,Smartwatch,ELECTRONICS,North,1.0,496.0,93.31,2024-12-06 00:00:00,2024-12-13 00:00:00,Standard,3.0,Late
103420,2023-12-17,Keyboard,ACCESSORIES,East,1.0,190.0,27.43,2023-12-19 00:00:00,2023-12-21 00:00:00,Express,2.0,OnTime
102905,2023-11-01,Camera,ELECTRONICS,East,1.0,113.0,20.07,2023-11-04 00:00:00,2023-11-11 00:00:00,Express,3.0,Late
100194,2022-01-11,Keyboard,ACCESSORIES,West,3.0,2529.0,169.6,2022-01-14 00:00:00,2022-01-17 00:00:00,Express,3.0,Late
100631,2024-05-02,Monitor,ACCESSORIES,South,5.0,3490.0,205.04,2024-05-03 00:00:00,2024-05-10 00:00:00,Express,1.0,OnTime
101695,2023-01-16,Smartphone,ELECTRONICS,North,8.0,8896.0,1154.96,2023-01-18 00:00:00,2023-01-21 00:00:00,Economy,2.0,OnTime
102485,2022-05-10,Tablet,ELECTRONICS,West,2.0,-1166.0,170.11,2022-05-11 00:00:00,2022-05-14 00:00:00,Standard,1.0,OnTime
102359,2023-11-19,Smartwatch,ELECTRONICS,East,1.0,384.0,83.58,2023-11-19 00:00:00,2023-11-24 00:00:00,Standard,0.0,OnTime
100898,2023-05-23,Unknown,ACCESSORIES,South,1.0,202.0,11.24,2023-05-23 00:00:00,2023-05-24 00:00:00,Standard,0.0,OnTime
100603,2022-04-23,Headphones,ACCESSORIES,West,2.0,1098.0,239.92,2022-04-23 00:00:00,2022-04-24 00:00:00,Standard,0.0,OnTime
102305,2023-11-10,Keyboard,ACCESSORIES,East,6.0,5880.0,454.19,2023-11-10 00:00:00,2023-11-12 00:00:00,Express,0.0,OnTime
102464,2023-12-29,Printer,OFFICE,West,2.0,340.0,59.56,2023-12-30 00:00:00,2024-01-05 00:00:00,Express,1.0,OnTime
102972,2023-08-20,Camera,ELECTRONICS,South,4.0,3616.0,789.63,2023-08-22 00:00:00,2023-08-22 00:00:00,Economy,2.0,OnTime
101416,2024-04-15,Smartphone,ELECTRONICS,East,5.0,750.0,207.77,2024-04-17 00:00:00,2024-04-18 00:00:00,Express,2.0,OnTime
101436,2024-04-04,Monitor,ACCESSORIES,North,9.0,7596.0,1454.15,2024-04-05 00:00:00,2024-04-12 00:00:00,Standard,1.0,OnTime
100181,2022-05-31,Printer,OFFICE,Undefined,2.0,112.0,23.33,2022-05-31 00:00:00,2022-06-01 00:00:00,Standard,0.0,OnTime
101302,2024-05-24,Monitor,ACCESSORIES,East,7.0,4648.0,1240.98,2024-05-26 00:00:00,2024-05-28 00:00:00,Standard,2.0,OnTime
103283,2023-01-30,Smartphone,ELECTRONICS,South,6.0,5604.0,615.07,2023-01-30 00:00:00,2023-02-04 00:00:00,Standard,0.0,OnTime
100514,2024-06-28,Keyboard,ACCESSORIES,West,6.0,6888.0,945.07,2024-07-01 00:00:00,2024-07-03 00:00:00,Express,3.0,Late
102493,2024-02-02,Laptop,ELECTRONICS,North,6.0,2196.0,572.17,2024-02-04 00:00:00,2024-02-09 00:00:00,Same Day,2.0,OnTime
100369,2022-06-09,Tablet,ELECTRONICS,East,2.0,846.0,145.09,2022-06-12 00:00:00,2022-06-17 00:00:00,Standard,3.0,Late
100296,2023-12-26,Laptop,ELECTRONICS,East,8.0,6968.0,1479.09,2023-12-29 00:00:00,2024-01-03 00:00:00,Express,3.0,Late
101244,2022-06-22,Camera,Undefined,South,3.0,777.0,71.72,2022-06-25 00:00:00,2022-06-30 00:00:00,Standard,3.0,Late
100619,2024-10-27,Camera,ELECTRONICS,North,1.0,930.0,136.16,2024-10-27 00:00:00,2024-10-28 00:00:00,Standard,0.0,OnTime
100786,2022-08-13,Smartwatch,ELECTRONICS,South,3.0,375.0,80.58,2022-08-13 00:00:00,2022-08-18 00:00:00,Same Day,0.0,OnTime
101597,2023-05-07,Tablet,ELECTRONICS,North,2.0,1902.0,388.83,2023-05-09 00:00:00,2023-05-12 00:00:00,Express,2.0,OnTime
100318,2023-09-29,Camera,ELECTRONICS,East,2.0,624.0,139.64,2023-10-02 00:00:00,2023-10-07 00:00:00,Express,3.0,Late
102889,2024-02-18,Monitor,ACCESSORIES,East,4.0,4024.0,787.06,2024-02-18 00:00:00,2024-02-23 00:00:00,Standard,0.0,OnTime
100539,2023-07-19,Mouse,ACCESSORIES,West,3.0,294.0,22.9,2023-07-19 00:00:00,2023-07-22 00:00:00,Same Day,0.0,OnTime
103186,2024-12-13,Smartphone,ELECTRONICS,South,6.0,1704.0,193.18,2024-12-16 00:00:00,2024-12-18 00:00:00,Economy,3.0,Late
102073,2022-06-18,Camera,ELECTRONICS,North,5.0,5305.0,1389.25,2022-06-19 00:00:00,2022-06-24 00:00:00,Same Day,1.0,OnTime
101032,2022-07-16,Monitor,ACCESSORIES,South,4.0,1332.0,342.85,2022-07-18 00:00:00,2022-07-23 00:00:00,Express,2.0,OnTime
100186,2023-06-10,Tablet,ELECTRONICS,North,7.0,1239.0,118.36,2023-06-10 00:00:00,2023-06-11 00:00:00,Standard,0.0,OnTime
101621,2024-10-20,Smartphone,ELECTRONICS,South,6.0,2970.0,425.9,2024-10-20 00:00:00,2024-10-25 00:00:00,Standard,0.0,OnTime
102433,2023-12-03,Smartphone,ELECTRONICS,Undefined,1.0,1039.0,137.24,2023-12-04 00:00:00,2023-12-07 00:00:00,Standard,1.0,OnTime
101016,2023-08-07,Monitor,ACCESSORIES,North,2.0,1342.0,184.59,2023-08-08 00:00:00,2023-08-11 00:00:00,Standard,1.0,OnTime
100448,2024-12-22,Headphones,ACCESSORIES,North,9.0,2997.0,163.34,2024-12-24 00:00:00,2024-12-31 00:00:00,Same Day,2.0,OnTime
100845,2024-01-17,Monitor,ACCESSORIES,East,9.0,4302.0,344.64,2024-01-17 00:00:00,2024-01-21 00:00:00,Economy,0.0,OnTime
102332,2024-05-17,Smartphone,ELECTRONICS,East,8.0,5264.0,1051.5,2024-05-18 00:00:00,2024-05-24 00:00:00,Standard,1.0,OnTime
101657,2023-07-28,Mouse,ACCESSORIES,South,4.0,356.0,59.15,2023-07-31 00:00:00,2023-08-01 00:00:00,Express,3.0,Late
101226,2022-03-16,Headphones,ACCESSORIES,East,5.0,4920.0,323.38,2022-03-16 00:00:00,2022-03-17 00:00:00,Same Day,0.0,OnTime
102666,2022-04-08,Keyboard,ACCESSORIES,East,4.0,3528.0,411.5,2022-04-08 00:00:00,2022-04-11 00:00:00,Express,0.0,OnTime
102749,2023-02-16,Tablet,ELECTRONICS,East,2.0,858.0,73.49,2023-02-19 00:00:00,2023-02-21 00:00:00,Standard,3.0,Late
102994,2022-01-01,Headphones,ACCESSORIES,South,7.0,3941.0,628.96,2022-01-04 00:00:00,2022-01-06 00:00:00,Same Day,3.0,Late
100087,2022-12-05,Smartphone,ELECTRONICS,West,5.0,390.0,27.77,2022-12-06 00:00:00,2022-12-11 00:00:00,Standard,1.0,OnTime
100798,2024-03-07,Printer,OFFICE,East,7.0,8379.0,2009.05,2024-03-08 00:00:00,2024-03-09 00:00:00,standard,1.0,OnTime
101942,2024-06-18,Camera,ELECTRONICS,South,7.0,2667.0,363.5,2024-06-21 00:00:00,2024-06-28 00:00:00,Same Day,3.0,Late
101242,2024-04-14,Headphones,ACCESSORIES,East,4.0,1716.0,364.96,2024-04-17 00:00:00,2024-04-17 00:00:00,Express,3.0,Late
102896,2024-10-12,Monitor,ACCESSORIES,South,8.0,5456.0,898.06,2024-10-14 00:00:00,2024-10-18 00:00:00,Express,2.0,OnTime
102834,2023-08-12,Camera,ELECTRONICS,East,3.0,2280.0,365.17,2023-08-13 00:00:00,2023-08-14 00:00:00,Express,1.0,OnTime
100983,2024-06-30,Monitor,ACCESSORIES,West,7.0,7833.0,1843.94,2024-07-02 00:00:00,2024-07-03 00:00:00,Standard,2.0,OnTime
101674,2023-07-01,Laptop,ELECTRONICS,East,4.0,3216.0,962.49,2023-07-03 00:00:00,2023-07-05 00:00:00,Standard,2.0,OnTime
100803,2024-07-20,Keyboard,ACCESSORIES,North,6.0,4446.0,1217.86,2024-07-23 00:00:00,2024-07-24 00:00:00,Standard,3.0,Late
101058,2023-09-24,Keyboard,ACCESSORIES,North,6.0,4458.0,1215.3,2023-09-25 00:00:00,2023-10-01 00:00:00,Standard,1.0,OnTime
100416,2023-07-25,Headphones,ACCESSORIES,South,7.0,8113.0,995.03,2023-07-28 00:00:00,2023-07-29 00:00:00,Standard,3.0,Late
101807,2022-05-31,Monitor,ACCESSORIES,East,3.0,2139.0,503.08,2022-06-01 00:00:00,2022-06-07 00:00:00,Standard,1.0,OnTime
103094,2023-07-20,Mouse,ACCESSORIES,Undefined,6.0,3186.0,794.94,2023-07-23 00:00:00,2023-07-30 00:00:00,Economy,3.0,Late
100124,2022-03-19,Tablet,ELECTRONICS,West,6.0,3450.0,705.74,2022-03-22 00:00:00,2022-03-28 00:00:00,Express,3.0,Late
100705,2023-07-18,Smartphone,ELECTRONICS,East,6.0,4662.0,350.79,2023-07-20 00:00:00,2023-07-26 00:00:00,Express,2.0,OnTime
101364,2022-05-25,Monitor,ACCESSORIES,East,4.0,2604.0,411.38,2022-05-27 00:00:00,2022-06-03 00:00:00,express,2.0,OnTime
101538,2024-02-21,Laptop,ELECTRONICS,West,5.0,2670.0,155.89,2024-02-23 00:00:00,2024-03-01 00:00:00,Same Day,2.0,OnTime
102478,2023-01-02,Laptop,ELECTRONICS,West,9.0,9315.0,1808.68,2023-01-02 00:00:00,2023-01-04 00:00:00,Standard,0.0,OnTime
100592,2022-06-16,Printer,OFFICE,North,6.0,6444.0,518.79,2022-06-16 00:00:00,2022-06-19 00:00:00,Same Day,0.0,OnTime
102682,2023-08-13,Headphones,ACCESSORIES,East,8.0,8224.0,1679.16,2023-08-14 00:00:00,2023-08-16 00:00:00,Same Day,1.0,OnTime
100565,2024-01-24,Keyboard,ACCESSORIES,South,1.0,1112.0,272.81,2024-01-24 00:00:00,2024-01-27 00:00:00,Express,0.0,OnTime
103293,2024-07-21,Printer,OFFICE,East,9.0,7020.0,623.97,2024-07-22 00:00:00,2024-07-23 00:00:00,Express,1.0,OnTime
101021,2022-03-31,Mouse,ACCESSORIES,West,6.0,6516.0,842.83,2022-03-31 00:00:00,2022-04-05 00:00:00,Standard,0.0,OnTime
102293,2023-05-19,Laptop,ELECTRONICS,East,2.0,990.0,76.87,2023-05-21 00:00:00,2023-05-28 00:00:00,Standard,2.0,OnTime
102729,2023-04-25,Monitor,ACCESSORIES,East,4.0,596.0,105.89,2023-04-26 00:00:00,2023-04-30 00:00:00,Standard,1.0,OnTime
102526,2022-03-16,Tablet,ELECTRONICS,South,3.0,2508.0,431.53,2022-03-17 00:00:00,2022-03-21 00:00:00,Standard,1.0,OnTime
100546,2023-09-15,Mouse,ACCESSORIES,East,4.0,4088.0,1200.03,2023-09-16 00:00:00,2023-09-20 00:00:00,Standard,1.0,OnTime
102926,2024-12-07,Smartphone,ELECTRONICS,West,8.0,6576.0,1337.38,2024-12-09 00:00:00,2024-12-16 00:00:00,Standard,2.0,OnTime
101496,2024-02-11,Mouse,ACCESSORIES,East,6.0,4098.0,1174.46,2024-02-13 00:00:00,2024-02-19 00:00:00,Standard,2.0,OnTime
101586,2022-07-27,Tablet,ELECTRONICS,South,6.0,4152.0,1065.46,2022-07-30 00:00:00,2022-08-05 00:00:00,Express,3.0,Late
101841,2023-07-13,Mouse,ACCESSORIES,South,2.0,124.0,32.27,2023-07-13 00:00:00,2023-07-18 00:00:00,Standard,0.0,OnTime
101429,2022-11-19,Keyboard,ACCESSORIES,East,4.0,1516.0,256.96,2022-11-22 00:00:00,2022-11-24 00:00:00,Standard,3.0,Late
100596,2023-05-03,Keyboard,ACCESSORIES,South,2.0,836.0,47.07,2023-05-05 00:00:00,2023-05-09 00:00:00,Express,2.0,OnTime
101888,2023-01-13,Mouse,ACCESSORIES,East,7.0,7966.0,955.8,2023-01-13 00:00:00,2023-01-17 00:00:00,Standard,0.0,OnTime
100075,2024-04-05,Tablet,ELECTRONICS,North,2.0,328.0,39.51,2024-04-06 00:00:00,2024-04-11 00:00:00,Standard,1.0,OnTime
102936,2024-03-06,Smartphone,ELECTRONICS,South,4.0,2648.0,707.32,2024-03-09 00:00:00,2024-03-15 00:00:00,Standard,3.0,Late
103169,2022-01-16,Smartphone,ELECTRONICS,North,3.0,231.0,36.73,2022-01-18 00:00:00,2022-01-21 00:00:00,Same Day,2.0,OnTime
102568,2023-12-13,Printer,OFFICE,South,5.0,1415.0,358.39,2023-12-14 00:00:00,2023-12-16 00:00:00,Standard,1.0,OnTime
102094,2023-01-02,Laptop,ELECTRONICS,West,4.0,3216.0,213.81,2023-01-02 00:00:00,2023-01-08 00:00:00,Express,0.0,OnTime
102920,2023-02-15,Printer,OFFICE,West,7.0,3185.0,765.41,2023-02-16 00:00:00,2023-02-21 00:00:00,Standard,1.0,OnTime
100684,2023-04-07,Monitor,ACCESSORIES,West,5.0,4260.0,229.77,2023-04-07 00:00:00,2023-04-07 00:00:00,Same Day,0.0,OnTime
101987,2023-09-18,Monitor,ACCESSORIES,East,0.0,5055.0,1200.09,2023-09-18 00:00:00,2023-09-24 00:00:00,Standard,0.0,OnTime
101781,2022-05-13,Unknown,ACCESSORIES,East,7.0,7791.0,907.96,2022-05-14 00:00:00,2022-05-20 00:00:00,Standard,1.0,OnTime
103481,2022-12-11,Smartphone,ELECTRONICS,South,5.0,950.0,61.9,2022-12-11 00:00:00,2022-12-16 00:00:00,Economy,0.0,OnTime
101765,2023-07-12,Printer,OFFICE,East,8.0,8952.0,1825.37,2023-07-15 00:00:00,2023-07-22 00:00:00,Standard,3.0,Late
101067,2022-01-14,Tablet,ELECTRONICS,Undefined,9.0,2205.0,410.01,2022-01-16 00:00:00,2022-01-21 00:00:00,Standard,2.0,OnTime
101554,2023-06-17,Tablet,ELECTRONICS,North,7.0,2457.0,690.55,2023-06-18 00:00:00,2023-06-19 00:00:00,Same Day,1.0,OnTime
101910,2024-02-29,Smartphone,ELECTRONICS,West,6.0,456.0,69.15,2024-02-29 00:00:00,2024-03-01 00:00:00,Standard,0.0,OnTime
103151,2024-08-18,Printer,OFFICE,North,9.0,6183.0,359.54,2024-08-18 00:00:00,2024-08-24 00:00:00,Economy,0.0,OnTime
102420,2024-09-04,Monitor,ACCESSORIES,South,8.0,1944.0,134.94,2024-09-05 00:00:00,2024-09-07 00:00:00,Standard,1.0,OnTime
102584,2022-11-09,Printer,OFFICE,East,6.0,3222.0,846.27,2022-11-10 00:00:00,2022-11-15 00:00:00,Standard,1.0,OnTime
101121,2024-06-04,Camera,ELECTRONICS,North,9.0,4959.0,479.28,2024-06-04 00:00:00,2024-06-11 00:00:00,Economy,0.0,OnTime
101675,2024-07-25,Smartwatch,ELECTRONICS,East,4.0,4324.0,833.11,2024-07-28 00:00:00,2024-07-30 00:00:00,Standard,3.0,Late
102494,2024-07-05,Keyboard,ACCESSORIES,East,2.0,1696.0,500.56,2024-07-06 00:00:00,2024-07-07 00:00:00,Express,1.0,OnTime
101514,2022-07-23,Tablet,ELECTRONICS,South,2.0,2392.0,483.39,2022-07-23 00:00:00,2022-07-28 00:00:00,Standard,0.0,OnTime
103231,2022-09-03,Monitor,ACCESSORIES,East,5.0,3850.0,419.55,2022-09-03 00:00:00,2022-09-06 00:00:00,Standard,0.0,OnTime
101523,2024-11-06,Smartphone,ELECTRONICS,West,2.0,2204.0,523.82,2024-11-06 00:00:00,2024-11-09 00:00:00,Express,0.0,OnTime
102402,2024-09-19,Headphones,ACCESSORIES,South,3.0,777.0,147.93,2024-09-21 00:00:00,2024-09-22 00:00:00,Standard,2.0,OnTime
101777,2023-10-16,Camera,ELECTRONICS,South,6.0,5928.0,1177.2,2023-10-16 00:00:00,2023-10-22 00:00:00,Express,0.0,OnTime
102075,2024-07-18,Monitor,ACCESSORIES,East,9.0,4977.0,745.81,2024-07-19 00:00:00,2024-07-23 00:00:00,Standard,1.0,OnTime
100427,2023-11-19,Printer,OFFICE,East,8.0,5296.0,1234.81,2023-11-22 00:00:00,2023-11-24 00:00:00,same day,3.0,Late
102170,2024-09-09,Headphones,ACCESSORIES,West,8.0,1024.0,1573.187095,2024-09-09 00:00:00,2024-09-12 00:00:00,Express,0.0,OnTime
100445,2023-08-19,Mouse,ACCESSORIES,North,8.0,6008.0,871.76,2023-08-21 00:00:00,2023-08-27 00:00:00,Same Day,2.0,OnTime
100244,2024-04-28,Smartphone,ELECTRONICS,South,4.0,4380.0,362.81,2024-04-30 00:00:00,2024-05-02 00:00:00,Standard,2.0,OnTime
102319,2022-11-26,Keyboard,ACCESSORIES,East,9.0,1467.0,372.17,2022-11-29 00:00:00,2022-12-03 00:00:00,Standard,3.0,Late
100532,2023-06-17,Unknown,ELECTRONICS,West,4.0,1920.0,549.11,2023-06-17 00:00:00,2023-06-19 00:00:00,Express,0.0,OnTime
102156,2023-02-03,Smartwatch,ELECTRONICS,East,6.0,648.0,62.25,2023-02-04 00:00:00,2023-02-10 00:00:00,Same Day,1.0,OnTime
101732,2023-12-13,Smartphone,ELECTRONICS,West,6.0,6978.0,2028.63,2023-12-15 00:00:00,2023-12-18 00:00:00,Standard,2.0,OnTime
102063,2022-09-27,Smartphone,ELECTRONICS,East,8.0,9208.0,2595.33,2022-09-29 00:00:00,2022-09-30 00:00:00,Standard,2.0,OnTime
